Chromosome,Start,End,Length (bp),Methods
Supercontig_12.1,406701,406850,150,Depth
Supercontig_12.1,406901,407100,200,Het
Supercontig_12.1,407701,408100,400,Het
Supercontig_12.1,408751,408900,150,Het
Supercontig_12.1,409801,409850,50,Blast
Supercontig_12.1,409851,410000,150,"Blast,Het"
Supercontig_12.1,410001,410050,50,Het
Supercontig_12.1,410551,410750,200,Het
Supercontig_12.1,410751,410850,100,"Depth,Het"
Supercontig_12.1,410851,411000,150,Het
Supercontig_12.1,411001,411150,150,"Blast,Het"
Supercontig_12.1,411151,411200,50,Blast
Supercontig_12.1,411351,411500,150,Het
Supercontig_12.1,411751,411950,200,Het
Supercontig_12.1,413001,413500,500,Het
Supercontig_12.1,414201,414400,200,Blast
Supercontig_12.1,414651,414900,250,Het
Supercontig_12.1,417551,417800,250,Het
Supercontig_12.1,418001,418200,200,Blast
Supercontig_12.1,420451,420650,200,Het
Supercontig_12.1,421651,421750,100,Depth
Supercontig_12.1,422651,422800,150,Het
Supercontig_12.1,423001,423200,200,Het
Supercontig_12.1,423801,423900,100,Depth
Supercontig_12.1,424301,424450,150,Het
Supercontig_12.1,425701,425950,250,Het
Supercontig_12.1,427601,428300,700,Het
Supercontig_12.1,428751,429150,400,Het
Supercontig_12.1,429801,430000,200,Het
Supercontig_12.1,431101,431300,200,Het
Supercontig_12.1,431851,432000,150,Het
Supercontig_12.1,433801,433950,150,Het
Supercontig_12.1,434201,434600,400,Het
Supercontig_12.1,434601,434800,200,Depth
Supercontig_12.1,435001,435150,150,"Depth,Het"
Supercontig_12.1,435151,435200,50,Depth
Supercontig_12.1,436067,436493,427,Period
Supercontig_12.1,437451,437950,500,Het
Supercontig_12.1,438151,438700,550,Het
Supercontig_12.1,439108,439600,493,Period
Supercontig_12.1,439601,440000,400,"Blast,Period"
Supercontig_12.1,440001,440297,297,Period
Supercontig_12.1,440351,440450,100,Depth
Supercontig_12.1,441151,441550,400,Het
Supercontig_12.1,442001,442200,200,Blast
Supercontig_12.1,442451,442600,150,Het
Supercontig_12.1,442801,443050,250,Het
Supercontig_12.1,443501,443650,150,Depth
Supercontig_12.1,443851,444000,150,Depth
Supercontig_12.1,446051,446350,300,Depth
Supercontig_12.1,447901,448100,200,Depth
Supercontig_12.1,448101,448200,100,"Depth,Het"
Supercontig_12.1,448201,448250,50,Het
Supercontig_12.1,449551,449650,100,Depth
Supercontig_12.1,449751,449900,150,Het
Supercontig_12.1,450651,450800,150,Het
Supercontig_12.1,451651,452100,450,Het
Supercontig_12.1,453655,453998,344,Period
Supercontig_12.1,454001,454200,200,Blast
Supercontig_12.1,454201,454400,200,"Blast,Het"
Supercontig_12.1,454401,454700,300,Het
Supercontig_12.1,455201,455400,200,Het
Supercontig_12.1,456001,456300,300,Het
Supercontig_12.1,456701,456950,250,Depth
Supercontig_12.1,457551,457700,150,Het
Supercontig_12.1,458201,458600,400,Blast
Supercontig_12.1,458801,459000,200,Blast
Supercontig_12.1,460101,460200,100,Depth
Supercontig_12.1,460301,460550,250,Het
Supercontig_12.1,461001,461200,200,Blast
Supercontig_12.1,461657,461800,144,Period
Supercontig_12.1,461801,462000,200,"Blast,Period"
Supercontig_12.1,462001,463700,1700,Period
Supercontig_12.1,463701,464050,350,"Het,Period"
Supercontig_12.1,464051,464600,550,Period
Supercontig_12.1,464601,465000,400,"Het,Period"
Supercontig_12.1,465001,465700,700,Period
Supercontig_12.1,465701,465950,250,"Het,Period"
Supercontig_12.1,465951,467400,1450,Period
Supercontig_12.1,467401,467450,50,"Blast,Period"
Supercontig_12.1,467451,467800,350,"Blast,Het,Period"
Supercontig_12.1,467801,469600,1800,Period
Supercontig_12.1,469601,469650,50,"Blast,Period"
Supercontig_12.1,469651,469800,150,"Blast,Het,Period"
Supercontig_12.1,469801,470054,254,Period
Supercontig_12.1,470269,470900,632,Period
Supercontig_12.1,470901,471050,150,"Het,Period"
Supercontig_12.1,471051,471750,700,Period
Supercontig_12.1,471751,471900,150,"Het,Period"
Supercontig_12.1,471901,472600,700,Period
Supercontig_12.1,472601,472750,150,"Het,Period"
Supercontig_12.1,472751,473450,700,Period
Supercontig_12.1,473451,473950,500,"Depth,Period"
Supercontig_12.1,473951,474000,50,Period
Supercontig_12.1,474001,474550,550,"Het,Period"
Supercontig_12.1,474551,475100,550,Period
Supercontig_12.1,475101,475250,150,"Het,Period"
Supercontig_12.1,475251,476100,850,Period
Supercontig_12.1,476101,476250,150,"Het,Period"
Supercontig_12.1,476251,476409,159,Period
Supercontig_12.1,476739,477350,612,Period
Supercontig_12.1,477351,477500,150,"Het,Period"
Supercontig_12.1,477501,478000,500,Period
Supercontig_12.1,478001,478650,650,"Het,Period"
Supercontig_12.1,478651,480400,1750,Period
Supercontig_12.1,480401,480500,100,"Depth,Period"
Supercontig_12.1,480501,480600,100,Period
Supercontig_12.1,480601,480800,200,"Blast,Period"
Supercontig_12.1,480801,480900,100,"Depth,Period"
Supercontig_12.1,480901,481000,100,Period
Supercontig_12.1,481001,481200,200,"Blast,Period"
Supercontig_12.1,481201,481750,550,Period
Supercontig_12.1,481751,481850,100,"Depth,Period"
Supercontig_12.1,481851,482300,450,Period
Supercontig_12.1,482301,482400,100,"Depth,Period"
Supercontig_12.1,482401,483100,700,Period
Supercontig_12.1,483101,483200,100,"Depth,Period"
Supercontig_12.1,483201,483300,100,"Blast,Depth,Het,Period"
Supercontig_12.1,483301,483800,500,"Blast,Het,Period"
Supercontig_12.1,483801,484150,350,"Het,Period"
Supercontig_12.1,484151,484250,100,"Depth,Het,Period"
Supercontig_12.1,484251,485000,750,Period
Supercontig_12.1,485001,485150,150,"Het,Period"
Supercontig_12.1,485151,485231,81,"Depth,Period"
Supercontig_12.1,485232,485250,19,Depth
Supercontig_12.1,485401,485485,85,Blast
Supercontig_12.1,485486,485600,115,"Blast,Period"
Supercontig_12.1,485601,485700,100,Period
Supercontig_12.1,485701,485750,50,"Depth,Period"
Supercontig_12.1,485751,485800,50,"Depth,Het,Period"
Supercontig_12.1,485801,486000,200,"Het,Period"
Supercontig_12.1,486001,486450,450,Period
Supercontig_12.1,486451,486900,450,"Het,Period"
Supercontig_12.1,486901,487900,1000,Period
Supercontig_12.1,487901,488050,150,"Depth,Period"
Supercontig_12.1,488051,488400,350,Period
Supercontig_12.1,488401,488550,150,"Blast,Period"
Supercontig_12.1,488551,488600,50,"Blast,Het,Period"
Supercontig_12.1,488601,488700,100,"Het,Period"
Supercontig_12.1,488701,488830,130,Period
Supercontig_12.1,488951,489064,114,Het
Supercontig_12.1,489065,489100,36,"Het,Period"
Supercontig_12.1,489101,489500,400,Period
Supercontig_12.1,489501,489600,100,"Depth,Period"
Supercontig_12.1,489601,489798,198,Period
Supercontig_12.1,490001,490133,133,Blast
Supercontig_12.1,490134,490200,67,"Blast,Period"
Supercontig_12.1,490201,490550,350,Period
Supercontig_12.1,490551,490700,150,"Het,Period"
Supercontig_12.1,490701,490894,194,Period
Supercontig_12.1,491048,491327,280,Period
Supercontig_12.1,491401,491550,150,Het
Supercontig_12.1,492416,493015,600,Period
Supercontig_12.1,493451,493600,150,Het
Supercontig_12.1,494059,494150,92,Period
Supercontig_12.1,494151,494300,150,"Het,Period"
Supercontig_12.1,494301,494351,51,Period
Supercontig_12.1,494701,494850,150,Het
Supercontig_12.1,495201,495305,105,Het
Supercontig_12.1,495306,495400,95,"Het,Period"
Supercontig_12.1,495401,495550,150,Period
Supercontig_12.1,495551,495650,100,"Depth,Period"
Supercontig_12.1,495651,495800,150,"Depth,Het,Period"
Supercontig_12.1,495801,496050,250,Period
Supercontig_12.1,496051,496350,300,"Depth,Period"
Supercontig_12.1,496351,497650,1300,Period
Supercontig_12.1,497651,497800,150,"Depth,Period"
Supercontig_12.1,497801,499050,1250,Period
Supercontig_12.1,499051,499150,100,"Depth,Period"
Supercontig_12.1,499151,500150,1000,Period
Supercontig_12.1,500151,500158,8,"Het,Period"
Supercontig_12.1,500159,500350,192,Het
Supercontig_12.1,500405,500900,496,Period
Supercontig_12.1,500901,500950,50,"Depth,Period"
Supercontig_12.1,500951,501100,150,"Depth,Het,Period"
Supercontig_12.1,501101,504000,2900,Period
Supercontig_12.1,504001,504350,350,"Het,Period"
Supercontig_12.1,504351,504900,550,Period
Supercontig_12.1,504901,505000,100,"Het,Period"
Supercontig_12.1,505001,505050,50,"Depth,Het,Period"
Supercontig_12.1,505051,505400,350,"Depth,Period"
Supercontig_12.1,505401,505700,300,Period
Supercontig_12.1,505701,505850,150,"Depth,Period"
Supercontig_12.1,505851,506000,150,"Het,Period"
Supercontig_12.1,506001,506100,100,Period
Supercontig_12.1,506101,506200,100,"Depth,Period"
Supercontig_12.1,506201,506550,350,Period
Supercontig_12.1,506551,506650,100,"Depth,Het,Period"
Supercontig_12.1,506651,506751,101,"Het,Period"
Supercontig_12.1,506752,506850,99,Het
Supercontig_12.1,506901,506949,49,Depth
Supercontig_12.1,506950,507000,51,"Depth,Period"
Supercontig_12.1,507001,507050,50,Period
Supercontig_12.1,507051,507400,350,"Het,Period"
Supercontig_12.1,507401,507850,450,Period
Supercontig_12.1,507851,508000,150,"Depth,Period"
Supercontig_12.1,508001,509100,1100,Period
Supercontig_12.1,509101,509900,800,"Depth,Period"
Supercontig_12.1,509901,510150,250,Period
Supercontig_12.1,510151,510400,250,"Depth,Period"
Supercontig_12.1,510401,511150,750,Period
Supercontig_12.1,511151,511200,50,"Het,Period"
Supercontig_12.1,511201,511300,100,"Depth,Het,Period"
Supercontig_12.1,511301,511500,200,"Depth,Period"
Supercontig_12.1,511501,512068,568,Period
Supercontig_12.1,512451,512600,150,Het
Supercontig_12.1,513901,514000,100,Het
Supercontig_12.1,514001,514050,50,"Depth,Het"
Supercontig_12.1,514051,514250,200,Depth
Supercontig_12.1,514751,514950,200,Het
Supercontig_12.1,517001,517200,200,Blast
Supercontig_12.1,518201,518400,200,Blast
Supercontig_12.1,518601,518800,200,Het
Supercontig_12.1,519501,519600,100,Depth
Supercontig_12.1,520251,520400,150,Het
Supercontig_12.1,522151,522450,300,Het
Supercontig_12.1,522801,522950,150,Het
Supercontig_12.1,523751,523900,150,Het
Supercontig_12.1,524301,524800,500,Het
Supercontig_12.1,525151,525550,400,Het
Supercontig_12.1,525951,526150,200,Depth
Supercontig_12.1,527151,527300,150,Het
Supercontig_12.1,527551,527650,100,Het
Supercontig_12.1,527651,527800,150,"Depth,Het"
Supercontig_12.1,527801,528000,200,Het
Supercontig_12.1,528651,529050,400,Het
Supercontig_12.1,529301,529350,50,Depth
Supercontig_12.1,529351,529400,50,"Depth,Het"
Supercontig_12.1,529401,529600,200,"Blast,Depth,Het"
Supercontig_12.1,529601,529700,100,"Depth,Het"
Supercontig_12.1,529701,529900,200,Depth
Supercontig_12.1,530401,530600,200,Het
Supercontig_12.1,531951,532400,450,Het
Supercontig_12.1,532701,532950,250,Het
Supercontig_12.1,533151,533300,150,Het
Supercontig_12.1,534051,534500,450,Het
Supercontig_12.1,534501,534600,100,Depth
Supercontig_12.1,534901,535300,400,Het
Supercontig_12.1,535551,535700,150,Het
Supercontig_12.1,538001,538150,150,Het
Supercontig_12.1,539451,539550,100,Depth
Supercontig_12.1,539851,539950,100,Depth
Supercontig_12.1,540251,540350,100,Depth
Supercontig_12.1,540351,540550,200,Het
Supercontig_12.1,541701,542000,300,Het
Supercontig_12.1,542001,542150,150,Blast
Supercontig_12.1,542151,542200,50,"Blast,Depth"
Supercontig_12.1,542201,542500,300,Depth
Supercontig_12.1,543201,543400,200,Het
Supercontig_12.1,543951,544300,350,Depth
Supercontig_12.1,544851,544950,100,Depth
Supercontig_12.1,548201,548400,200,Blast
Supercontig_12.1,548901,549050,150,Het
Supercontig_12.1,551851,552250,400,Depth
Supercontig_12.1,553101,553300,200,Depth
Supercontig_12.1,553501,553650,150,Het
Supercontig_12.1,555251,555400,150,Het
Supercontig_12.1,558151,558350,200,Depth
Supercontig_12.1,558401,558550,150,Het
Supercontig_12.1,558601,558800,200,Blast
Supercontig_12.1,558901,559050,150,Depth
Supercontig_12.1,559201,559300,100,Blast
Supercontig_12.1,559301,559400,100,"Blast,Het"
Supercontig_12.1,559401,559600,200,Het
Supercontig_12.1,560001,560150,150,Het
Supercontig_12.1,561651,561800,150,Het
Supercontig_12.1,562751,562900,150,Het
Supercontig_12.1,563401,563550,150,Het
Supercontig_12.1,564101,564350,250,Het
Supercontig_12.1,564651,564750,100,Depth
Supercontig_12.1,566001,566200,200,Het
Supercontig_12.1,566601,566750,150,Het
Supercontig_12.1,566951,567100,150,Het
Supercontig_12.1,567751,567900,150,"Depth,Het"
Supercontig_12.1,568851,569100,250,Het
Supercontig_12.1,569501,569700,200,Het
Supercontig_12.1,571401,571650,250,Het
Supercontig_12.1,572151,572250,100,Depth
Supercontig_12.1,574101,574200,100,Depth
Supercontig_12.1,575401,575550,150,"Blast,Het"
Supercontig_12.1,575551,575600,50,Blast
Supercontig_12.1,575751,575900,150,Het
Supercontig_12.1,576101,576250,150,Het
Supercontig_12.1,576651,576800,150,Het
Supercontig_12.1,578051,578250,200,Depth
Supercontig_12.1,579151,579300,150,Het
Supercontig_12.1,581351,581500,150,Het
Supercontig_12.1,583551,583750,200,Het
Supercontig_12.1,585001,585250,250,Het
Supercontig_12.1,587001,587150,150,Het
Supercontig_12.1,587301,587450,150,Depth
Supercontig_12.1,587451,587600,150,Het
Supercontig_12.1,591151,591200,50,"Depth,Het"
Supercontig_12.1,591201,591600,400,"Blast,Depth,Het"
Supercontig_12.1,591601,591650,50,"Depth,Het"
Supercontig_12.1,591651,591800,150,Het
Supercontig_12.1,591801,591950,150,Blast
Supercontig_12.1,591951,592000,50,"Blast,Depth"
Supercontig_12.1,592001,592100,100,Depth
Supercontig_12.1,593101,593250,150,Depth
Supercontig_12.1,593501,593650,150,Het
Supercontig_12.1,594701,595050,350,Het
Supercontig_12.1,596451,596600,150,Depth
Supercontig_12.1,597201,597350,150,Het
Supercontig_12.1,597401,597550,150,Depth
Supercontig_12.1,598551,598700,150,Het
Supercontig_12.1,599601,599800,200,Blast
Supercontig_12.1,601201,601500,300,Depth
Supercontig_12.1,601851,602000,150,Het
Supercontig_12.1,603951,604450,500,Het
Supercontig_12.1,606551,606700,150,Depth
Supercontig_12.1,607051,607200,150,Het
Supercontig_12.1,607601,607750,150,Het
Supercontig_12.1,608951,609100,150,Het
Supercontig_12.1,610351,610500,150,Het
Supercontig_12.1,610551,610650,100,Depth
Supercontig_12.1,612251,612350,100,Depth
Supercontig_12.1,612601,612800,200,Het
Supercontig_12.1,614601,614700,100,Depth
Supercontig_12.1,615051,615200,150,Het
Supercontig_12.1,618701,618850,150,Depth
Supercontig_12.1,619051,619150,100,Depth
Supercontig_12.1,619601,619700,100,Depth
Supercontig_12.1,620001,620150,150,Het
Supercontig_12.1,620401,620950,550,Het
Supercontig_12.1,621201,621300,100,Het
Supercontig_12.1,621301,621400,100,"Depth,Het"
Supercontig_12.1,621401,621500,100,Het
Supercontig_12.1,624851,625100,250,"Depth,Het"
Supercontig_12.1,625101,625150,50,Het
Supercontig_12.1,625351,625500,150,Het
Supercontig_12.1,625693,626850,1158,Period
Supercontig_12.1,626851,627050,200,"Het,Period"
Supercontig_12.1,627051,628102,1052,Period
Supercontig_12.1,629323,629400,78,Period
Supercontig_12.1,629401,629550,150,"Het,Period"
Supercontig_12.1,629551,630750,1200,Period
Supercontig_12.1,630751,630925,175,"Depth,Period"
Supercontig_12.1,630926,631000,75,Depth
Supercontig_12.1,631220,631250,31,Period
Supercontig_12.1,631251,631400,150,"Het,Period"
Supercontig_12.1,631401,631900,500,Period
Supercontig_12.1,631901,632050,150,"Het,Period"
Supercontig_12.1,632051,633000,950,Period
Supercontig_12.1,633001,633150,150,"Het,Period"
Supercontig_12.1,633151,633609,459,Period
Supercontig_12.1,634251,634400,150,Het
Supercontig_12.1,635024,635300,277,Period
Supercontig_12.1,635401,635550,150,Het
Supercontig_12.1,637801,638050,250,Het
Supercontig_12.1,641251,641400,150,Het
Supercontig_12.1,642801,642950,150,Depth
Supercontig_12.1,643151,643200,50,Het
Supercontig_12.1,643201,643400,200,"Blast,Depth,Het"
Supercontig_12.1,643401,643450,50,"Depth,Het"
Supercontig_12.1,643451,643600,150,Depth
Supercontig_12.1,643601,643650,50,"Blast,Depth"
Supercontig_12.1,643651,643800,150,"Blast,Depth,Het"
Supercontig_12.1,643801,643850,50,"Depth,Het"
Supercontig_12.1,643851,644000,150,Het
Supercontig_12.1,645385,645698,314,Period
Supercontig_12.1,646601,646850,250,Het
Supercontig_12.1,647001,647150,150,Depth
Supercontig_12.1,649751,649850,100,Depth
Supercontig_12.1,650151,650250,100,Depth
Supercontig_12.1,650951,651100,150,Het
Supercontig_12.1,651451,651600,150,Het
Supercontig_12.1,653151,653300,150,Het
Supercontig_12.1,654501,654650,150,Het
Supercontig_12.1,655701,656350,650,Het
Supercontig_12.1,656651,656750,100,Depth
Supercontig_12.1,658151,658350,200,Het
Supercontig_12.1,658651,658950,300,Depth
Supercontig_12.1,659351,659500,150,Depth
Supercontig_12.1,660351,660650,300,Depth
Supercontig_12.1,660751,660900,150,Het
Supercontig_12.1,661601,661800,200,Blast
Supercontig_12.1,661801,661950,150,Depth
Supercontig_12.1,663701,663800,100,Depth
Supercontig_12.1,663801,663900,100,"Blast,Depth"
Supercontig_12.1,663901,664000,100,"Blast,Depth,Het"
Supercontig_12.1,664001,664150,150,"Depth,Het"
Supercontig_12.1,664151,664300,150,Depth
Supercontig_12.1,664651,664750,100,Depth
Supercontig_12.1,665351,665450,100,Depth
Supercontig_12.1,666501,666700,200,Depth
Supercontig_12.1,667651,667900,250,Depth
Supercontig_12.1,669401,669550,150,Het
Supercontig_12.1,669601,669800,200,Depth
Supercontig_12.1,670151,670200,50,Het
Supercontig_12.1,670201,670216,16,"Blast,Het"
Supercontig_12.1,670217,670650,434,"Blast,Het,Period"
Supercontig_12.1,670651,670793,143,"Blast,Period"
Supercontig_12.1,670794,670963,170,Blast
Supercontig_12.1,670964,671100,137,"Blast,Period"
Supercontig_12.1,671101,671392,292,"Blast,Het,Period"
Supercontig_12.1,671393,671400,8,"Blast,Het"
Supercontig_12.1,671401,671600,200,Blast
Supercontig_12.1,671601,671618,18,"Blast,Het"
Supercontig_12.1,671619,671800,182,"Blast,Het,Period"
Supercontig_12.1,671801,671894,94,"Blast,Period"
Supercontig_12.1,671895,671900,6,Blast
Supercontig_12.1,671901,672000,100,"Blast,Depth"
Supercontig_12.1,672001,672800,800,Blast
Supercontig_12.1,672801,672850,50,"Blast,Depth"
Supercontig_12.1,672851,672884,34,"Blast,Depth,Het"
Supercontig_12.1,672885,673350,466,"Blast,Depth,Het,Period"
Supercontig_12.1,673351,673390,40,"Blast,Het,Period"
Supercontig_12.1,673391,673555,165,"Blast,Het"
Supercontig_12.1,673556,673850,295,"Blast,Het,Period"
Supercontig_12.1,673851,674200,350,"Blast,Period"
Supercontig_12.1,674201,674486,286,"Blast,Het,Period"
Supercontig_12.1,674487,674935,449,"Blast,Het"
Supercontig_12.1,674936,675450,515,"Blast,Het,Period"
Supercontig_12.1,675451,675685,235,"Blast,Period"
Supercontig_12.1,675686,675846,161,Blast
Supercontig_12.1,675847,675950,104,"Blast,Period"
Supercontig_12.1,675951,676100,150,"Blast,Het,Period"
Supercontig_12.1,676101,676600,500,"Blast,Period"
Supercontig_12.1,676601,676650,50,"Blast,Het,Period"
Supercontig_12.1,676651,676750,100,"Blast,Depth,Het,Period"
Supercontig_12.1,676751,676950,200,"Blast,Het,Period"
Supercontig_12.1,676951,677150,200,"Blast,Period"
Supercontig_12.1,677151,677200,50,"Blast,Het,Period"
Supercontig_12.1,677201,677224,24,"Blast,Depth,Het,Period"
Supercontig_12.1,677225,677300,76,"Blast,Depth,Het"
Supercontig_12.1,677301,677423,123,"Blast,Het"
Supercontig_12.1,677424,677500,77,"Blast,Het,Period"
Supercontig_12.1,677501,677750,250,"Blast,Period"
Supercontig_12.1,677751,678032,282,"Blast,Het,Period"
Supercontig_12.1,678033,678259,227,"Blast,Het"
Supercontig_12.1,678260,678400,141,"Blast,Het,Period"
Supercontig_12.1,678401,678600,200,"Blast,Period"
Supercontig_12.1,678601,679450,850,"Blast,Het,Period"
Supercontig_12.1,679451,679700,250,"Blast,Period"
Supercontig_12.1,679701,679750,50,"Blast,Depth,Period"
Supercontig_12.1,679751,679850,100,"Blast,Depth,Het,Period"
Supercontig_12.1,679851,680150,300,"Blast,Het,Period"
Supercontig_12.1,680151,680311,161,"Blast,Het"
Supercontig_12.1,680312,680350,39,"Blast,Het,Period"
Supercontig_12.1,680351,680608,258,"Blast,Period"
Supercontig_12.1,680609,680850,242,Blast
Supercontig_12.1,680851,681050,200,"Blast,Het"
Supercontig_12.1,681051,681700,650,Blast
Supercontig_12.1,681701,682200,500,"Blast,Het"
Supercontig_12.1,682201,682322,122,Blast
Supercontig_12.1,682323,682645,323,"Blast,Period"
Supercontig_12.1,682646,683250,605,Blast
Supercontig_12.1,683251,683550,300,"Blast,Het"
Supercontig_12.1,683551,684100,550,Blast
Supercontig_12.1,684101,684750,650,"Blast,Het"
Supercontig_12.1,684751,684800,50,"Blast,Depth,Het"
Supercontig_12.1,684801,684850,50,"Blast,Depth"
Supercontig_12.1,684851,685000,150,Blast
Supercontig_12.1,685084,685150,67,Period
Supercontig_12.1,685151,685200,50,"Het,Period"
Supercontig_12.1,685201,685850,650,"Blast,Het,Period"
Supercontig_12.1,685851,686400,550,"Blast,Depth,Het,Period"
